"","cdd","hdd","city","longitude","latitude","population"
"424",1178,2181,"Mountain View",-122.0838511,37.3860517,"77846"
"425",316,4891,"Medford",-122.8755949,42.3265152,"77677"
"426",266,6085,"Lawrence",-71.1631137,42.7070354,"77657"
"427",1700,1217,"Bellflower",-118.1170117,33.8816818,"77593"
"428",3565,577,"Melbourne",-80.6081089,28.0836269,"77508"
"429",1389,5458,"St. Joseph",-94.846681,39.7674578,"77147"
"430",2375,4147,"Camden",-75.1196199,39.9259463,"76903"
"431",540,2986,"St. George",-113.5684164,37.0965278,"76817"
"432",775,4695,"Kennewick",-119.1372338,46.2112458,"76762"
"433",1942,1290,"Baldwin Park",-117.9608978,34.0852868,"76635"
"434",89,1831,"Chino Hills",-117.7325848,33.9898188,"76572"
"435",429,2363,"Alameda",-122.2416355,37.7652065,"76419"
"436",3688,2014,"Albany",-84.155741,31.5785074,"76185"
"437",592,6410,"Arlington Heights",-87.9806265,42.0883603,"75994"
"438",545,6255,"Scranton",-75.6624122,41.408969,"75806"
"439",231,6161,"Evanston",-87.6876969,42.0450722,"75570"
"440",675,6414,"Kalamazoo",-85.5872286,42.2917069,"75548"
"441",3170,1399,"Baytown",-94.9774274,29.7355047,"75418"
"442",3687,1537,"Upland",-117.6483876,34.09751,"75413"
"443",989,4013,"Springdale",-94.1288141,36.1867442,"75229"
"444",756,5800,"Bethlehem",-75.3704579,40.6259316,"75018"
"445",649,6921,"Schaumburg",-88.0834059,42.0333607,"74907"
"446",1612,2018,"Mount Pleasant",-79.8284258,32.8323225,"74885"
"447",952,4531,"Auburn",-122.2284532,47.3073228,"74860"
"448",1041,5284,"Decatur",-88.9548001,39.8403147,"74710"
"449",1559,3242,"San Ramon",-121.9780153,37.7799273,"74513"
"450",1468,2781,"Pleasanton",-121.8746789,37.6624312,"74110"
"451",698,6485,"Wyoming",-85.7053085,42.9133602,"74100"
"452",1248,1491,"Lake Charles",-93.2173758,30.2265949,"74024"
"453",498,7755,"Plymouth",-93.4555093,45.0105194,"73987"
"454",1128,6220,"Bolingbrook",-88.0683955,41.6986416,"73936"
"455",3367,667,"Pharr",-98.1836216,26.1947962,"73790"
"456",260,7629,"Appleton",-88.4153847,44.2619309,"73596"
"457",721,3305,"Gastonia",-81.1873005,35.262082,"73209"
"458",4127,2460,"Folsom",-121.1760583,38.6779591,"73098"
"459",239,6215,"Southfield",-83.2218731,42.4733688,"73006"
"460",286,6937,"Rochester Hills",-83.1499322,42.6583661,"72952"
"461",495,5644,"New Britain",-72.7795419,41.6612104,"72939"
"462",1923,1284,"Goodyear",-112.3576567,33.4353394,"72864"
"463",398,6150,"Canton",-81.378447,40.7989473,"72535"
"464",1691,2378,"Warner Robins",-83.624201,32.6130007,"72531"
"465",1360,2382,"Union City",-122.0438298,37.5933918,"72528"
"466",454,1927,"Perris",-117.2286478,33.7825194,"72326"
"467",498,2645,"Manteca",-121.2160526,37.7974273,"71948"
"468",1174,6379,"Iowa City",-91.5301683,41.6611277,"71591"
"469",1521,3846,"Jonesboro",-90.704279,35.8422967,"71551"
"470",1223,4935,"Wilmington",-75.5397878,39.7390721,"71525"
"471",1757,1132,"Lynwood",-118.2114603,33.930293,"71371"
"472",38,6608,"Loveland",-105.0749801,40.3977612,"71334"
"473",780,5618,"Pawtucket",-71.3825558,41.878711,"71172"
"474",2873,211,"Boynton Beach",-80.0905465,26.5317866,"71097"
"475",574,7362,"Waukesha",-88.2314813,43.0116784,"71016"
"476",1801,1563,"Gulfport",-89.0928155,30.3674198,"71012"
"477",1558,2761,"Apple Valley",-117.1858759,34.5008311,"70924"
"478",1113,4981,"Passaic",-74.1284764,40.8567662,"70868"
"479",517,6860,"Rapid City",-103.2310149,44.0805434,"70812"
"480",272,5744,"Layton",-111.9710529,41.0602216,"70790"
"481",568,5672,"Lafayette",-86.8752869,40.4167022,"70373"
"482",137,2375,"Turlock",-120.8465941,37.4946568,"70365"
"483",956,5784,"Muncie",-85.3863599,40.1933767,"70316"
"484",2732,2142,"Temple",-97.342782,31.0982344,"70190"
"485",3452,1187,"Missouri City",-95.5377215,29.6185669,"70185"
"486",1450,1692,"Redlands",-117.1825381,34.0555693,"69999"
"487",464,5870,"Santa Fe",-105.937799,35.6869752,"69976"
"488",3068,194,"Lauderhill",-80.2133808,26.1403635,"69813"
"489",848,2257,"Milpitas",-121.8995741,37.4323341,"69783"
"490",890,6929,"Palatine",-88.03424,42.1103041,"69350"
"491",86,7349,"Missoula",-113.996586,46.8787176,"69122"
"492",1896,2815,"Rock Hill",-81.0250784,34.9248667,"69103"
"493",1989,2560,"Jacksonville",-77.4302414,34.7540524,"69079"
"494",1647,3798,"Franklin",-86.8688899,35.9250637,"68886"
"495",594,6943,"Flagstaff",-111.651302,35.1982836,"68667"
"496",2708,2557,"Flower Mound",-97.0969552,33.0145673,"68609"
"497",4339,146,"Weston",-80.3997748,26.1003654,"68388"
"498",799,7028,"Waterloo",-92.3425775,42.492786,"68366"
"499",640,5217,"Union City",-74.2631635,40.6975898,"68247"
"500",424,5310,"Mount Vernon",-73.8370786,40.9125992,"68224"
"501",3273,286,"Fort Myers",-81.8723084,26.640628,"68190"
"502",2145,1905,"Dothan",-85.3904888,31.2232313,"68001"
"503",469,2301,"Rancho Cordova",-121.302728,38.5890723,"67911"
"504",845,1481,"Redondo Beach",-118.3884078,33.8491816,"67815"
"505",1628,3594,"Jackson",-88.8139469,35.6145169,"67685"
"506",775,4695,"Pasco",-119.1005657,46.2395793,"67599"
"507",1022,4993,"St. Charles",-90.4974359,38.7881062,"67569"
"508",442,7959,"Eau Claire",-91.4984941,44.811349,"67545"
"509",2436,2338,"North Richland Hills",-97.2289029,32.8342952,"67317"
"510",104,8559,"Bismarck",-100.7837392,46.8083268,"67034"
"511",1625,880,"Yorba Linda",-117.8131125,33.8886259,"67032"
"512",3144,1281,"Kenner",-90.2417434,29.9940924,"66975"
"513",155,2203,"Walnut Creek",-122.0651819,37.9100783,"66900"
"514",859,4407,"Frederick",-77.4105409,39.4142688,"66893"
"515",362,7412,"Oshkosh",-88.5426136,44.0247062,"66778"
"516",2021,2478,"Pittsburg",-121.8846806,38.0279762,"66695"
"517",781,2732,"Palo Alto",-122.1430195,37.4418834,"66642"
"518",2442,2264,"Bossier City",-93.7321228,32.5159852,"66333"
"519",539,7106,"Portland",-70.2553259,43.661471,"66318"
"520",525,8531,"St. Cloud",-94.1632404,45.5579451,"66297"
"521",918,2611,"Davis",-121.7405167,38.5449065,"66205"
"522",373,2653,"South San Francisco",-122.4077498,37.654656,"66174"
"523",911,1986,"Camarillo",-119.0376023,34.2163937,"66086"
"524",2388,3053,"North Little Rock",-92.2670941,34.769536,"66075"
"525",757,6680,"Schenectady",-73.9395687,42.8142432,"65902"
"526",1147,4602,"Gaithersburg",-77.2013705,39.1434406,"65690"
"527",2352,684,"Harlingen",-97.6961026,26.1906306,"65665"
"528",637,7662,"Woodbury",-92.9593797,44.9238552,"65656"
"529",294,7581,"Eagan",-93.1668858,44.8041322,"65453"
"530",1709,2243,"Yuba City",-121.6169108,39.1404477,"65416"
"531",692,7722,"Maple Grove",-93.4557877,45.0724642,"65415"
"532",545,5651,"Youngstown",-80.6495194,41.0997803,"65184"
"533",231,6161,"Skokie",-87.7416246,42.0324025,"65176"
"534",2362,652,"Kissimmee",-81.407571,28.2919557,"65173"
"535",1529,4387,"Johnson City",-82.3534727,36.3134397,"65123"
"536",2368,1306,"Victoria",-97.0035982,28.8052674,"65098"
"537",4649,1502,"San Clemente",-117.6119925,33.4269728,"65040"
"538",530,4870,"Bayonne",-74.1143091,40.6687141,"65028"
"539",4649,1502,"Laguna Niguel",-117.7075526,33.5225261,"64652"
"540",920,5610,"East Orange",-74.2048677,40.767323,"64544"
"541",1238,4686,"Shawnee",-94.7151865,39.0228485,"64323"
"542",2635,207,"Homestead",-80.4775569,25.4687224,"64079"
"543",1147,4602,"Rockville",-77.1527578,39.0839973,"64072"
"544",2873,211,"Delray Beach",-80.0728201,26.4614625,"64072"
"545",1086,7038,"Janesville",-89.0187222,42.6827885,"63820"
"546",1892,3472,"Conway",-92.4421011,35.0886963,"63816"
"547",588,849,"Pico Rivera",-118.096735,33.9830688,"63771"
"548",701,6093,"Lorain",-82.1823746,41.452819,"63710"
"549",588,849,"Montebello",-118.1137535,34.0165053,"63495"
"550",136,2490,"Lodi",-121.2722194,38.1341477,"63338"
"551",2579,1817,"New Braunfels",-98.1244531,29.7030024,"63279"
"552",460,4937,"Marysville",-122.1770818,48.0517637,"63269"
"553",3788,194,"Tamarac",-80.2497707,26.2128609,"63155"
"554",1747,2666,"Madera",-120.0607176,36.9613356,"63105"
"555",2522,1666,"Conroe",-95.4560512,30.3118769,"63032"
"556",1742,2417,"Santa Cruz",-122.0307963,36.9741171,"62864"
"557",729,7614,"Eden Prairie",-93.470786,44.8546856,"62603"
"558",520,7111,"Cheyenne",-104.8202462,41.1399814,"62448"
"559",4750,809,"Daytona Beach",-81.0228331,29.2108147,"62316"
"560",1593,3644,"Alpharetta",-84.2940899,34.0753762,"62298"
"561",962,5243,"Hamilton",-84.5613355,39.3995008,"62258"
"562",641,6140,"Waltham",-71.2356113,42.3764852,"62227"
"563",692,7722,"Coon Rapids",-93.3030063,45.1732394,"62103"
"564",511,6719,"Haverhill",-71.0772796,42.7762015,"62088"
"565",691,6167,"Council Bluffs",-95.8608333,41.2619444,"61969"
"566",803,6136,"Taylor",-83.2696509,42.240872,"61817"
"567",413,7317,"Utica",-75.232664,43.100903,"61808"
"568",752,6831,"Ames",-93.62,42.034722,"61792"
"569",288,1225,"La Habra",-117.9461734,33.9319578,"61653"
"570",1336,1666,"Encinitas",-117.2919818,33.0369867,"61588"
"571",1493,4047,"Bowling Green",-86.4808043,36.9685219,"61488"
"572",294,7581,"Burnsville",-93.2777226,44.7677424,"61434"
"573",1526,3287,"Greenville",-82.3940104,34.8526176,"61397"
"574",742,6203,"West Des Moines",-93.711332,41.5772115,"61255"
"575",2945,1540,"Cedar Park",-97.8202888,30.505198,"61238"
"576",910,2386,"Tulare",-119.3473379,36.2077288,"61170"
"577",588,849,"Monterey Park",-118.1228476,34.0625106,"61085"
"578",782,4795,"Vineland",-75.0259637,39.4863773,"61050"
"579",1555,5182,"Terre Haute",-87.4139092,39.4667034,"61025"
"580",2941,140,"North Miami",-80.1867138,25.8900949,"61007"
"581",2618,2231,"Mansfield",-97.1416768,32.5631924,"60872"
"582",459,6689,"West Allis",-88.0070315,43.0166806,"60697"
"583",583,6318,"Bristol",-72.9492703,41.6717648,"60568"
"584",146,4967,"Taylorsville",-111.9388258,40.6677248,"60519"
"585",492,5681,"Malden",-71.066163,42.4250964,"60509"
"586",661,5991,"Meriden",-72.8070435,41.5381535,"60456"
"587",692,7722,"Blaine",-93.2349489,45.1607987,"60407"
"588",4838,234,"Wellington",-80.2683571,26.6617635,"60202"
"589",1178,2181,"Cupertino",-122.0321823,37.3229978,"60189"
"590",287,4807,"Springfield",-123.0220289,44.0462362,"60177"
"591",1757,4336,"Rogers",-94.1185366,36.3320196,"60112"
"592",491,6694,"St. Clair Shores",-82.8963604,42.4974085,"60070"
"593",1757,1132,"Gardena",-118.3089624,33.8883487,"59957"
"594",286,6937,"Pontiac",-83.2910468,42.6389216,"59887"
"595",213,1265,"National City",-117.0991967,32.6781085,"59834"
"596",862,5293,"Grand Junction",-108.5506486,39.0638705,"59778"
"597",4127,2460,"Rocklin",-121.2357828,38.7907339,"59738"
"598",452,3631,"Chapel Hill",-79.0558445,35.9131996,"59635"
"599",670,7581,"Casper",-106.313081,42.866632,"59628"
"600",202,5444,"Broomfield",-105.0866504,39.9205411,"59471"
"601",4343,2825,"Petaluma",-122.6366524,38.232417,"59440"
"602",759,4942,"South Jordan",-111.929658,40.5621704,"59366"
"603",1155,5909,"Springfield",-83.8088171,39.9242266,"59357"
"604",80,7726,"Great Falls",-111.2833449,47.4941836,"59351"
"605",214,5343,"Lancaster",-76.3055144,40.0378755,"59325"
"606",2488,488,"North Port",-82.2359254,27.044224,"59212"
"607",130,4825,"Lakewood",-122.518458,47.1717649,"59097"
"608",950,3318,"Marietta",-84.5499327,33.952602,"59089"
"609",40,2714,"San Rafael",-122.5310874,37.9735346,"58994"
"610",816,6168,"Royal Oak",-83.1446485,42.4894801,"58946"
"611",842,6339,"Des Plaines",-87.8833991,42.0333623,"58918"
"612",1247,1083,"Huntington Park",-118.2250725,33.9816812,"58879"
"613",413,1085,"La Mesa",-117.0230839,32.7678287,"58642"
"614",1034,5989,"Orland Park",-87.8539425,41.6303103,"58590"
"615",5748,2455,"Auburn",-85.4807825,32.6098566,"58582"
"616",559,7631,"Lakeville",-93.24272,44.6496868,"58562"
"617",1415,3874,"Owensboro",-87.1111676,37.7719074,"58416"
"618",1851,3365,"Moore",-97.4867028,35.3395079,"58414"
"619",4838,234,"Jupiter",-80.0942087,26.9342246,"58298"
"620",200,7335,"Idaho Falls",-112.0339645,43.4916514,"58292"
"621",937,6782,"Dubuque",-90.6645718,42.5005583,"58253"
"622",1512,3413,"Bartlett",-89.8739753,35.2045328,"58226"
"623",4289,2416,"Rowlett",-96.56388,32.9029017,"58043"
"624",595,7003,"Novi",-83.4754913,42.48059,"57960"
"625",680,5814,"White Plains",-73.7629097,41.0339862,"57866"
"626",1942,1290,"Arcadia",-118.0353449,34.1397292,"57639"
"627",175,4586,"Redmond",-122.121512,47.6739881,"57530"
"628",4209,1744,"Lake Elsinore",-117.3272615,33.6680772,"57525"
"629",4168,809,"Ocala",-82.1400923,29.1871986,"57468"
"630",1079,6326,"Tinley Park",-87.7932939,41.5731442,"57282"
"631",4750,809,"Port Orange",-80.9956105,29.1383165,"57203"
"632",492,5681,"Medford",-71.1061639,42.4184296,"57170"
"633",1034,5989,"Oak Lawn",-87.7479528,41.719978,"57073"
"634",1568,3441,"Rocky Mount",-77.7905339,35.9382103,"56954"
"635",805,6231,"Kokomo",-86.1336033,40.486427,"56895"
"636",3286,207,"Coconut Creek",-80.1789351,26.2517482,"56792"
"637",407,4876,"Bowie",-76.7791365,39.0067768,"56759"
"638",1034,5989,"Berwyn",-87.7936685,41.8505874,"56758"
"639",1851,3365,"Midwest City",-97.3967019,35.4495065,"56756"
"640",877,1251,"Fountain Valley",-117.9536697,33.7091847,"56707"
"641",1732,1359,"Buckeye",-112.5837766,33.3703197,"56683"
"642",239,6215,"Dearborn Heights",-83.2732627,42.3369816,"56620"
"643",2042,2353,"Woodland",-121.7732971,38.6785157,"56590"
"644",630,5793,"Noblesville",-86.0085955,40.0455917,"56540"
"645",2135,1850,"Valdosta",-83.2784851,30.8327022,"56481"
"646",1781,1429,"Diamond Bar",-117.8103367,34.0286226,"56449"
"647",1152,5156,"Manhattan",-96.5716694,39.1836082,"56143"
"648",912,1297,"Santee",-116.9739167,32.8383828,"56105"
"649",437,5915,"Taunton",-71.0897674,41.900101,"56069"
"650",3488,624,"Sanford",-81.269453,28.8028612,"56002"
"651",551,5247,"Kettering",-84.1688274,39.6895036,"55870"
"652",1116,5272,"New Brunswick",-74.4518188,40.4862157,"55831"
"653",1747,3225,"Decatur",-86.9833417,34.6059253,"55816"
"654",702,6613,"Chicopee",-72.6078672,42.1487043,"55717"
"655",1126,5704,"Anderson",-85.6802541,40.1053196,"55670"
"656",3754,171,"Margate",-80.206436,26.2445263,"55456"
"657",535,5857,"Weymouth Town",-70.9410356,42.2180724,"55419"
"658",446,4859,"Hempstead",-73.6187397,40.7062128,"55361"
"659",22,4772,"Corvallis",-123.2620435,44.5645659,"55298"
"660",89,1831,"Eastvale",-117.5848025,33.952463,"55191"
"661",788,2041,"Porterville",-119.0167679,36.06523,"55174"
"662",782,5678,"West Haven",-72.9469711,41.2705484,"55046"
"663",2021,2478,"Brentwood",-121.6957863,37.931868,"55000"
"664",1700,1217,"Paramount",-118.1597911,33.8894598,"54980"
"665",590,9222,"Grand Forks",-97.0328547,47.9252568,"54932"
"666",2316,2011,"Georgetown",-97.6779842,30.6332618,"54898"
"667",1678,4983,"St. Peters",-90.6298922,38.7874699,"54842"
"668",175,4586,"Shoreline",-122.3415178,47.7556531,"54790"
"669",592,6410,"Mount Prospect",-87.9372908,42.0664167,"54771"
"670",4532,2586,"Hanford",-119.6456844,36.3274502,"54686"
"671",937,6193,"Normal",-88.9906312,40.5142026,"54664"
"672",1942,1290,"Rosemead",-118.072846,34.0805651,"54561"
"673",299,6408,"Lehi",-111.8507662,40.3916172,"54382"
"674",232,6684,"Pocatello",-112.4455344,42.8713032,"54350"
"675",450,1420,"Highland",-117.2086513,34.1283442,"54291"
"676",19,2803,"Novato",-122.5697032,38.1074198,"54194"
"677",4027,1402,"Port Arthur",-93.939947,29.8849504,"54135"
"678",575,5579,"Carson City",-119.7674034,39.1637984,"54080"
"679",2879,1637,"San Marcos",-97.9413941,29.8832749,"54076"
"680",1048,3922,"Hendersonville",-86.6199957,36.3047735,"54068"
"681",888,5579,"Elyria",-82.1076486,41.3683798,"53956"
"682",492,5681,"Revere",-71.0119948,42.4084302,"53756"
"683",2945,1540,"Pflugerville",-97.6200043,30.4393696,"53752"
"684",754,5690,"Greenwood",-86.1066526,39.6136578,"53665"
"685",691,6167,"Bellevue",-95.9145568,41.1543623,"53663"
"686",708,6633,"Wheaton",-88.1070127,41.8661403,"53648"
"687",927,2880,"Smyrna",-84.5143761,33.8839926,"53438"
"688",3553,476,"Sarasota",-82.5306527,27.3364347,"53326"
"689",1212,5126,"Blue Springs",-94.2816148,39.0169509,"53294"
"690",450,1420,"Colton",-117.3136547,34.0739016,"53243"
"691",2419,2486,"Euless",-97.0819541,32.8370727,"53224"
"692",250,6188,"Castle Rock",-104.8560902,39.3722121,"53063"
"693",4142,874,"Cathedral City",-116.4668036,33.7805388,"52977"
"694",997,4086,"Kingsport",-82.5618186,36.548434,"52962"
"695",1060,1135,"Lake Havasu City",-114.3224548,34.483901,"52844"
"696",2858,1537,"Pensacola",-87.2169149,30.421309,"52703"
"697",1105,4750,"Hoboken",-74.0323626,40.7439905,"52575"
"698",333,2108,"Yucaipa",-117.0430865,34.033625,"52536"
"699",835,2918,"Watsonville",-121.7568946,36.910231,"52477"
"700",147,5029,"Richland",-119.2844621,46.2856907,"52413"
"701",321,2335,"Delano",-119.2470536,35.7688425,"52403"
"702",649,6921,"Hoffman Estates",-88.1227199,42.0629915,"52398"
"703",1422,4535,"Florissant",-90.322614,38.789217,"52363"
"704",1625,880,"Placentia",-117.8703363,33.8722371,"52206"
"705",1105,4750,"West New York",-74.0143064,40.7878788,"52122"
"706",1468,2781,"Dublin",-121.9357918,37.7021521,"52105"
"707",1034,5989,"Oak Park",-87.7845025,41.8850317,"52066"
"708",558,6544,"Peabody",-70.9286609,42.5278731,"52044"
"709",1116,5272,"Perth Amboy",-74.2654234,40.5067723,"51982"
"710",1045,6689,"Battle Creek",-85.1797142,42.3211522,"51848"
"711",3481,494,"Bradenton",-82.5748194,27.4989278,"51763"
"712",1811,2343,"Gilroy",-121.5682751,37.0057816,"51701"
"713",825,5392,"Milford",-73.064036,41.2306979,"51644"
"714",22,4772,"Albany",-123.1059282,44.6365107,"51583"
"715",633,6587,"Ankeny",-93.6001278,41.7317884,"51567"
"716",752,7194,"La Crosse",-91.2395807,43.8013556,"51522"
"717",691,3505,"Burlington",-79.4377991,36.0956918,"51510"
"718",1561,2247,"DeSoto",-96.8570738,32.5896998,"51483"
"719",1217,5461,"Harrisonburg",-78.8689155,38.4495688,"51395"
"720",729,7614,"Minnetonka",-93.4687489,44.9211836,"51368"
"721",699,6189,"Elkhart",-85.9766671,41.6819935,"51265"
"722",824,5761,"Lakewood",-81.7981908,41.4819932,"51143"
"723",1781,1429,"Glendora",-117.865339,34.1361187,"51074"
"724",2274,2965,"Southaven",-90.0125913,34.9889818,"50997"
"725",2542,4480,"Charleston",-81.6326234,38.3498195,"50821"
"726",1403,4073,"Joplin",-94.513281,37.0842271,"50789"
"727",1712,4106,"Enid",-97.8783911,36.3955891,"50725"
"728",4838,234,"Palm Beach Gardens",-80.1386547,26.8233946,"50699"
"729",1758,2944,"Brookhaven",-84.3365917,33.8651033,"50603"
"730",1051,5060,"Plainfield",-74.4073736,40.6337136,"50588"
"731",912,6198,"Grand Island",-98.3420118,40.9263957,"50550"
"732",1734,704,"Palm Desert",-116.3744556,33.7222445,"50508"
"733",2169,3390,"Huntersville",-80.8428504,35.410694,"50458"
"734",225,4447,"Tigard",-122.7714861,45.4312294,"50444"
"735",1055,5079,"Lenexa",-94.7335709,38.9536174,"50344"
"736",197,6968,"Saginaw",-83.9508068,43.4194699,"50303"
"737",698,6485,"Kentwood",-85.6447492,42.8694731,"50233"
"738",3611,128,"Doral",-80.3553302,25.8195424,"50213"
"739",559,7631,"Apple Valley",-93.21772,44.7319094,"50201"
"740",2708,2557,"Grapevine",-97.0780654,32.9342919,"50195"
"741",4649,1502,"Aliso Viejo",-117.7256083,33.5676842,"50175"
"742",830,5096,"Sammamish",-122.0355736,47.6162683,"50169"
"743",2035,1311,"Casa Grande",-111.7573521,32.8795022,"50111"
"744",4328,464,"Pinellas Park",-82.6995443,27.8428025,"49998"
"745",746,6463,"Troy",-73.6917851,42.7284117,"49974"
"746",1208,2618,"West Sacramento",-121.530234,38.5804609,"49891"
"747",106,4696,"Burien",-122.3467918,47.4703767,"49858"
"748",318,6068,"Commerce City",-104.9338675,39.8083196,"49799"
"749",2246,2504,"Monroe",-92.1193012,32.5093109,"49761"
"750",288,1225,"Cerritos",-118.0647871,33.8583483,"49707"
"751",708,6633,"Downers Grove",-88.0111746,41.8089191,"49670"
"752",3662,105,"Coral Gables",-80.2683838,25.72149,"49631"
"753",1892,3166,"Wilson",-77.9155395,35.7212689,"49628"
"754",1160,6819,"Niagara Falls",-79.0377388,43.0962143,"49468"
"755",1312,2263,"Poway",-117.0358646,32.9628232,"49417"
"756",294,7581,"Edina",-93.3499489,44.8896866,"49376"
"757",364,5670,"Cuyahoga Falls",-81.4845585,41.1339449,"49267"
"758",928,1488,"Rancho Santa Margarita",-117.603104,33.640855,"49228"
"759",857,5599,"Harrisburg",-76.8867008,40.2731911,"49188"
"760",1025,4499,"Huntington",-82.445154,38.4192496,"49177"
"761",288,1225,"La Mirada",-118.0120086,33.9172357,"49133"
"762",288,1225,"Cypress",-118.0372852,33.8169599,"49087"
"763",178,5404,"Caldwell",-116.6873596,43.6629384,"48957"
"764",98,7166,"Logan",-111.8338359,41.7369803,"48913"
"765",4020,1246,"Galveston",-94.7976958,29.3013479,"48733"
"766",448,6979,"Sheboygan",-87.71453,43.7508284,"48725"
"767",917,5427,"Middletown",-84.3982763,39.5150576,"48630"
"768",1301,5510,"Murray",-111.8879909,40.6668916,"48612"
"769",4628,3289,"Roswell",-104.5230242,33.3942655,"48611"
"770",71,6273,"Parker",-104.7613633,39.5186002,"48608"
"771",2419,2486,"Bedford",-97.1430671,32.844017,"48592"
"772",392,6589,"East Lansing",-84.4838654,42.7369792,"48554"
"773",266,6085,"Methuen",-71.1908924,42.7262016,"48514"
"774",1781,1429,"Covina",-117.8903397,34.0900091,"48508"
"775",1221,1953,"Alexandria",-92.4451371,31.3112936,"48426"
"776",780,5384,"Olympia",-122.9006951,47.0378741,"48338"
"777",700,5438,"Euclid",-81.5267873,41.5931049,"48139"
"778",543,6298,"Mishawaka",-86.1586156,41.6619927,"47989"
"779",1686,4870,"Salina",-97.6114237,38.8402805,"47846"
"780",1781,1429,"Azusa",-117.9075627,34.1336186,"47842"
"781",810,5979,"Newark",-82.4012642,40.0581205,"47777"
"782",1254,4807,"Chesterfield",-90.5770675,38.6631083,"47749"
"783",1002,5231,"Leesburg",-77.5636015,39.1156615,"47673"
"784",1758,2944,"Dunwoody",-84.3346473,33.9462125,"47591"
"785",2537,1984,"Hattiesburg",-89.2903392,31.3271189,"47556"
"786",491,6694,"Roseville",-82.9371409,42.4972583,"47555"
"787",3438,283,"Bonita Springs",-81.7786972,26.339806,"47547"
"788",675,6414,"Portage",-85.5800022,42.2011538,"47523"
"789",498,7755,"St. Louis Park",-93.3702186,44.9597376,"47411"
"790",838,3490,"Collierville",-89.6645266,35.042036,"47333"
"791",495,5644,"Middletown",-72.6506488,41.5623209,"47333"
"792",1986,3980,"Stillwater",-97.0583681,36.1156071,"47186"
"793",780,5618,"East Providence",-71.3700545,41.8137116,"47149"
"794",1093,5869,"Lawrence",-86.0252612,39.8386516,"47135"
"795",328,6779,"Wauwatosa",-88.0075875,43.0494572,"47134"
"796",884,6229,"Mentor",-81.339552,41.6661573,"46979"
"797",1321,2172,"Ceres",-120.9577098,37.5949316,"46714"
"798",1561,2247,"Cedar Hill",-96.9561152,32.5884689,"46663"
"799",688,6268,"Mansfield",-82.5154471,40.75839,"46454"
"800",193,7193,"Binghamton",-75.9179738,42.0986867,"46444"
"801",77,6428,"Coeur d'Alene",-116.7804664,47.6776832,"46402"
"802",1076,2488,"San Luis Obispo",-120.6596156,35.2827524,"46377"
"803",117,8800,"Minot",-101.2922906,48.2329668,"46321"
"804",1561,793,"Palm Springs",-116.5452921,33.8302961,"46281"
"805",1595,2956,"Pine Bluff",-92.0031955,34.2284312,"46094"
"806",3865,1010,"Texas City",-94.9027002,29.383845,"46081"
"807",2340,2291,"Summerville",-80.1756481,33.0185039,"46074"
"808",63,5888,"Twin Falls",-114.4608711,42.5629668,"45981"
"809",2261,4269,"Jeffersonville",-85.7371847,38.2775702,"45929"
"810",7,1950,"San Jacinto",-116.958635,33.7839084,"45851"
"811",1135,3002,"Madison",-86.7483318,34.6992579,"45799"
"812",380,6376,"Altoona",-78.3947359,40.5186809,"45796"
"813",681,5273,"Columbus",-85.9213796,39.2014404,"45775"
"814",551,5247,"Beavercreek",-84.0632685,39.7092262,"45712"
"815",3404,530,"Apopka",-81.5322149,28.6934076,"45587"
"816",842,6339,"Elmhurst",-87.9403418,41.8994744,"45556"
"817",770,1482,"Maricopa",-112.0476423,33.0581063,"45508"
"818",1226,5375,"Farmington",-108.2186856,36.7280583,"45426"
"819",231,6161,"Glenview",-87.7878408,42.0697509,"45417"
"820",700,5438,"Cleveland Heights",-81.556235,41.5200518,"45394"
"821",759,4942,"Draper",-111.8638226,40.5246711,"45285"
"822",376,2895,"Lincoln",-121.2930079,38.891565,"45237"
"823",715,2280,"Sierra Vista",-110.2772856,31.5455001,"45129"
"824",780,5384,"Lacey",-122.8231915,47.0342629,"44919"
"825",2364,1497,"Biloxi",-88.8853078,30.3960318,"44820"
"826",824,5761,"Strongsville",-81.83569,41.3144966,"44730"
"827",536,5795,"Barnstable Town",-70.3002024,41.7003208,"44641"
"828",4289,2416,"Wylie",-96.5388789,33.0151201,"44575"
"829",1116,5272,"Sayreville",-74.360846,40.4594021,"44412"
"830",1766,3383,"Kannapolis",-80.6217341,35.4873613,"44359"
"831",242,4733,"Charlottesville",-78.4766781,38.0293059,"44349"
"832",1196,5926,"Littleton",-105.0166498,39.613321,"44275"
"833",4670,582,"Titusville",-80.8075537,28.6122187,"44206"
"834",1113,4981,"Hackensack",-74.0434736,40.8859325,"44113"
"835",62,2323,"Newark",-122.0402399,37.5296593,"44096"
"836",744,7461,"Pittsfield",-73.2453824,42.4500845,"44057"
"837",825,5079,"York",-76.727745,39.9625984,"43935"
"838",708,6633,"Lombard",-88.0078435,41.8800296,"43907"
"839",804,6304,"Attleboro",-71.2856082,41.9445441,"43886"
"840",1216,6820,"DeKalb",-88.7503647,41.9294736,"43849"
"841",958,5445,"Blacksburg",-80.4139393,37.2295733,"43609"
"842",463,5569,"Dublin",-83.1140771,40.0992294,"43607"
"843",2436,2338,"Haltom City",-97.2691817,32.7995738,"43580"
"844",1286,2447,"Lompoc",-120.4579409,34.6391501,"43509"
"845",443,864,"El Centro",-115.5630514,32.792,"43363"
